Tamaño Ejemplar    Tiempo Real     Tiempos Estimados
10370                      13.7727                      14.3741
10380                      13.9545                      14.3742
10390                      12.9909                      14.3743
10400                      12.9982                      14.3743
10410                      12.9996                      14.3744
10420                      12.9999                      14.3745
10430                      14.6                      14.3745
10440                      13.32                      14.3746
10450                      13.264                      14.3746
10460                      13.6528                      14.3746
10470                      13.3306                      14.3747
10480                      13.4661                      14.3747
10490                      13.4932                      14.3747
10500                      13.0986                      14.3748
10510                      12.8197                      14.3748
10520                      13.5639                      14.3748
10530                      13.3128                      14.3748
10540                      13.2626                      14.3748
10550                      13.4525                      14.3748
10560                      13.0905                      14.3748
10570                      13.0181                      14.3748
10580                      13.2036                      14.3748
10590                      13.6407                      14.3748
10600                      12.9281                      14.3748
10610                      13.7856                      14.3747
10620                      14.1571                      14.3747
10630                      13.6314                      14.3747
10640                      13.3263                      14.3746
10650                      13.0653                      14.3746
10660                      12.8131                      14.3746
10670                      13.1626                      14.3745
10680                      12.8325                      14.3744
10690                      13.3665                      14.3744
10700                      13.6733                      14.3743
10710                      13.3347                      14.3742
10720                      13.2669                      14.3742
10730                      12.8534                      14.3741
10740                      12.9707                      14.374
10750                      13.5941                      14.3739
10760                      14.5188                      14.3738
10770                      13.5038                      14.3737
10780                      12.9008                      14.3736
10790                      12.9802                      14.3735
10800                      13.596                      14.3734
10810                      13.3192                      14.3733
10820                      12.8638                      14.3732
10830                      12.9728                      14.3731
10840                      12.7946                      14.3729
10850                      13.1589                      14.3728
10860                      12.6318                      14.3727
10870                      12.9264                      14.3725
10880                      12.7853                      14.3724
10890                      16.5571                      14.3722
10900                      17.9114                      14.3721
10910                      19.3823                      14.3719
10920                      18.4765                      14.3717
10930                      17.4953                      14.3716
10940                      17.0991                      14.3714
10950                      17.4198                      14.3712
10960                      15.484                      14.371
10970                      14.0968                      14.3709
10980                      13.8194                      14.3707
10990                      13.9639                      14.3705
11000                      13.3928                      14.3703
11010                      13.8786                      14.3701
11020                      13.9757                      14.3699
11030                      13.3951                      14.3697
11040                      13.679                      14.3694
11050                      13.9358                      14.3692
11060                      13.5872                      14.369
11070                      30.5174                      14.3688
11080                      17.1035                      14.3685
11090                      14.4207                      14.3683
11100                      13.4841                      14.368
11110                      13.4968                      14.3678
11120                      30.6994                      14.3675
11130                      16.7399                      14.3673
11140                      14.548                      14.367
11150                      13.9096                      14.3667
11160                      12.9819                      14.3665
11170                      16.3964                      14.3662
11180                      56.0793                      14.3659
11190                      21.4159                      14.3656
11200                      15.2832                      14.3653
11210                      14.0566                      14.365
11220                      15.6113                      14.3648
11230                      13.5223                      14.3644
11240                      12.9045                      14.3641
11250                      12.5809                      14.3638
11260                      13.3162                      14.3635
11270                      55.6632                      14.3632
11280                      21.7326                      14.3629
11290                      14.7465                      14.3625
11300                      12.9493                      14.3622
11310                      14.3899                      14.3619
11320                      13.478                      14.3615
11330                      13.0956                      14.3612
11340                      12.8191                      14.3608
11350                      13.1638                      14.3605
11360                      13.2328                      14.3601
11370                      12.6466                      14.3597
11380                      12.9293                      14.3594
11390                      15.1859                      14.359
11400                      13.4372                      14.3586
11410                      14.0874                      14.3582
11420                      13.2175                      14.3578
11430                      13.2435                      14.3575
11440                      13.6487                      14.3571
11450                      14.3297                      14.3567
11460                      14.2659                      14.3563
11470                      13.0532                      14.3558
11480                      15.4106                      14.3554
11490                      13.4821                      14.355
11500                      13.0964                      14.3546
11510                      13.0193                      14.3542
11520                      12.8039                      14.3537
11530                      13.1608                      14.3533
11540                      12.8322                      14.3528
11550                      12.9664                      14.3524
11560                      13.7933                      14.3519
11570                      13.7587                      14.3515
11580                      13.3517                      14.351
11590                      12.6703                      14.3506
11600                      13.1341                      14.3501
11610                      13.2268                      14.3496
11620                      13.0454                      14.3492
11630                      13.0091                      14.3487
11640                      14.8018                      14.3482
11650                      14.1604                      14.3477
11660                      13.0321                      14.3472
11670                      12.8064                      14.3467
11680                      13.1613                      14.3462
11690                      12.6323                      14.3457
11700                      13.3265                      14.3452
11710                      13.2653                      14.3447
11720                      12.8531                      14.3441
11730                      15.7706                      14.3436
11740                      17.1541                      14.3431
11750                      16.2308                      14.3425
11760                      13.6462                      14.342
11770                      13.1292                      14.3415
11780                      13.0258                      14.3409
11790                      16.0052                      14.3403
11800                      14.001                      14.3398
11810                      13.4002                      14.3392
11820                      13.28                      14.3387
11830                      14.256                      14.3381
11840                      14.4512                      14.3375
11850                      13.2902                      14.3369
11860                      13.458                      14.3363
11870                      13.8916                      14.3358
11880                      12.9783                      14.3352
11890                      13.1957                      14.3346
11900                      13.2391                      14.334
11910                      12.8478                      14.3334
11920                      13.1696                      14.3327
11930                      13.0339                      14.3321
11940                      12.6068                      14.3315
11950                      13.3214                      14.3309
11960                      13.2643                      14.3303
11970                      13.2529                      14.3296
11980                      13.0506                      14.329
11990                      13.0101                      14.3283
12000                      13.002                      14.3277
12010                      13.0004                      14.327
12020                      13.0001                      14.3264
12030                      13                      14.3257
12040                      13.6                      14.3251
12050                      13.32                      14.3244
12060                      14.264                      14.3237
12070                      13.4528                      14.323
12080                      12.8906                      14.3223
12090                      12.5781                      14.3217
12100                      13.5156                      14.321
12110                      13.7031                      14.3203
12120                      14.1406                      14.3196
12130                      13.8281                      14.3189
12140                      13.9656                      14.3182
12150                      13.7931                      14.3174
12160                      13.3586                      14.3167
12170                      12.6717                      14.316
12180                      13.5343                      14.3153
12190                      14.5069                      14.3145
12200                      13.3014                      14.3138
12210                      13.0603                      14.3131
12220                      12.8121                      14.3123
12230                      12.7624                      14.3116
12240                      13.1525                      14.3108
12250                      13.0305                      14.31
12260                      12.6061                      14.3093
12270                      13.5212                      14.3085
12280                      12.9042                      14.3077
12290                      12.7808                      14.307
12300                      12.9562                      14.3062
12310                      12.5912                      14.3054
12320                      13.1182                      14.3046
12330                      13.0236                      14.3038
12340                      12.6047                      14.303
12350                      12.9209                      14.3022
12360                      13.1842                      14.3014
12370                      12.6368                      14.3006
12380                      12.5274                      14.2998
12390                      12.9055                      14.2989
12400                      12.7811                      14.2981
12410                      12.7562                      14.2973
12420                      13.3512                      14.2964
12430                      12.6702                      14.2956
12440                      12.934                      14.2948
12450                      12.9868                      14.2939
12460                      12.9974                      14.2931
12470                      12.5995                      14.2922
12480                      12.7199                      14.2913
12490                      12.744                      14.2905
12500                      12.7488                      14.2896
12510                      14.5498                      14.2887
12520                      13.51                      14.2878
12530                      12.702                      14.287
12540                      12.9404                      14.2861
12550                      13.5881                      14.2852
12560                      13.3176                      14.2843
12570                      13.6635                      14.2834
12580                      13.3327                      14.2825
12590                      13.8665                      14.2816
12600                      13.7733                      14.2806
12610                      12.9547                      14.2797
12620                      13.1909                      14.2788
12630                      13.4382                      14.2779
12640                      13.0876                      14.2769
12650                      13.0175                      14.276
12660                      13.0035                      14.275
12670                      14.4007                      14.2741
12680                      13.4801                      14.2731
12690                      13.096                      14.2722
12700                      13.0192                      14.2712
12710                      12.6038                      14.2703
12720                      12.5208                      14.2693
12730                      12.9042                      14.2683
12740                      12.7808                      14.2673
12750                      13.9562                      14.2664
12760                      14.5912                      14.2654
12770                      13.7182                      14.2644
12780                      13.1436                      14.2634
12790                      13.2287                      14.2624
12800                      12.6457                      14.2614
12810                      15.3291                      14.2604
12820                      14.4658                      14.2593
12830                      32.0932                      14.2583
12840                      17.4186                      14.2573
12850                      13.6837                      14.2563
12860                      12.7367                      14.2552
12870                      12.7473                      14.2542
12880                      12.7495                      14.2532
12890                      12.9499                      14.2521
12900                      14.99                      14.2511
12910                      13.598                      14.25
12920                      13.5196                      14.2489
12930                      13.1039                      14.2479
12940                      13.2208                      14.2468
12950                      13.2442                      14.2457
12960                      13.8488                      14.2447
12970                      13.5698                      14.2436
12980                      14.914                      14.2425
12990                      13.9828                      14.2414
13000                      13.1966                      14.2403
13010                      13.6393                      14.2392
13020                      13.3279                      14.2381
13030                      12.8656                      14.237
13040                      13.1731                      14.2359
13050                      24.0346                      14.2348
13060                      18.0069                      14.2336
13070                      13.6014                      14.2325
13080                      13.1203                      14.2314
13090                      13.2241                      14.2302
13100                      26.4448                      14.2291
13110                      18.889                      14.228
13120                      15.5778                      14.2268
13130                      13.5156                      14.2257
13140                      14.1031                      14.2245
13150                      14.0206                      14.2233
13160                      13.8041                      14.2222
13170                      13.3608                      14.221
13180                      12.8722                      14.2198
13190                      13.1744                      14.2186
13200                      31.2349                      14.2175
13210                      16.847                      14.2163
13220                      13.3694                      14.2151
13230                      13.0739                      14.2139
13240                      13.0148                      14.2127
13250                      13.203                      14.2115
13260                      13.4406                      14.2102
13270                      13.2881                      14.209
13280                      13.2576                      14.2078
13290                      13.6515                      14.2066
13300                      13.5303                      14.2054
13310                      13.1061                      14.2041
13320                      13.8212                      14.2029
13330                      13.3642                      14.2016
13340                      13.4728                      14.2004
13350                      13.6946                      14.1991
13360                      13.5389                      14.1979
13370                      13.3078                      14.1966
13380                      13.6616                      14.1954
13390                      13.3323                      14.1941
13400                      13.0665                      14.1928
13410                      13.2133                      14.1915
13420                      16.4427                      14.1902
13430                      13.6885                      14.189
13440                      13.9377                      14.1877
13450                      14.1875                      14.1864
13460                      13.4375                      14.1851
13470                      14.8875                      14.1838
13480                      13.7775                      14.1824
13490                      12.9555                      14.1811
13500                      13.9911                      14.1798
13510                      13.5982                      14.1785
13520                      12.7196                      14.1772
13530                      12.9439                      14.1758
13540                      13.1888                      14.1745
13550                      12.8378                      14.1731
13560                      12.9676                      14.1718
13570                      13.3935                      14.1705
13580                      13.0787                      14.1691
13590                      13.6157                      14.1677
13600                      12.7231                      14.1664
13610                      12.5446                      14.165
13620                      13.3089                      14.1636
13630                      13.0618                      14.1623
13640                      12.4124                      14.1609
13650                      13.8825                      14.1595
13660                      14.3765                      14.1581
13670                      13.8753                      14.1567
13680                      14.9751                      14.1553
13690                      14.595                      14.1539
13700                      14.519                      14.1525
13710                      13.9038                      14.1511
13720                      14.7808                      14.1496
13730                      13.3562                      14.1482
13740                      13.6712                      14.1468
13750                      13.5342                      14.1454
13760                      13.3068                      14.1439
13770                      13.2614                      14.1425
13780                      13.6523                      14.141
13790                      19.5305                      14.1396
13800                      14.7061                      14.1381
13810                      13.9412                      14.1367
13820                      12.9882                      14.1352
13830                      13.5976                      14.1338
13840                      13.3195                      14.1323
13850                      13.0639                      14.1308
13860                      13.6128                      14.1293
13870                      13.3226                      14.1278
13880                      13.2645                      14.1263
13890                      13.6529                      14.1249
13900                      13.5306                      14.1234
13910                      13.1061                      14.1219
13920                      13.2212                      14.1203
13930                      13.0442                      14.1188
13940                      17.8088                      14.1173
13950                      17.9618                      14.1158
13960                      18.1924                      14.1143
13970                      19.0385                      14.1127
13980                      18.8077                      14.1112
13990                      16.1615                      14.1097
14000                      14.4323                      14.1081
14010                      13.8865                      14.1066
14020                      13.1773                      14.105
14030                      13.0355                      14.1035
14040                      14.0071                      14.1019
14050                      13.6014                      14.1003
14060                      14.1203                      14.0988
14070                      13.4241                      14.0972
14080                      13.0848                      14.0956
14090                      12.817                      14.094
14100                      13.1634                      14.0924
14110                      13.0327                      14.0908
14120                      13.4065                      14.0893
14130                      14.6813                      14.0876
14140                      13.9363                      14.086
14150                      12.9873                      14.0844
14160                      13.9975                      14.0828
14170                      14.1995                      14.0812
14180                      12.8399                      14.0796
14190                      13.768                      14.0779
14200                      13.5536                      14.0763
14210                      13.1107                      14.0747
14220                      13.0221                      14.073
14230                      13.0044                      14.0714
14240                      13.0009                      14.0697
14250                      13.2002                      14.0681
14260                      25.04                      14.0664
14270                      19.008                      14.0648
14280                      14.8016                      14.0631
14290                      13.7603                      14.0614
14300                      12.9521                      14.0597
14310                      12.7904                      14.058
14320                      13.9581                      14.0564
14330                      15.5916                      14.0547
14340                      14.5183                      14.053
14350                      14.9037                      14.0513
14360                      14.7807                      14.0496
14370                      14.5561                      14.0479
14380                      36.9112                      14.0461
14390                      18.1822                      14.0444
14400                      15.6364                      14.0427
14410                      14.3273                      14.041
14420                      13.4655                      14.0392
14430                      13.4931                      14.0375
14440                      13.6986                      14.0358
14450                      13.5397                      14.034
14460                      13.7079                      14.0323
14470                      15.7416                      14.0305
14480                      13.7483                      14.0288
14490                      13.7497                      14.027
14500                      13.7499                      14.0252
14510                      13.75                      14.0235
14520                      13.55                      14.0217
14530                      13.51                      14.0199
14540                      13.702                      14.0181
14550                      13.7404                      14.0163
14560                      14.3481                      14.0145
14570                      13.6696                      14.0127
14580                      13.5339                      14.0109
14590                      13.7068                      14.0091
14600                      13.1414                      14.0073
14610                      18.6283                      14.0055
14620                      21.3257                      14.0037
14630                      24.4651                      14.0018
14640                      20.693                      14
14650                      18.5386                      13.9982
14660                      17.7077                      13.9963
14670                      14.7415                      13.9945
14680                      14.3483                      13.9926
14690                      13.2697                      13.9908
14700                      14.4539                      13.9889
14710                      13.2908                      13.9871
14720                      13.4582                      13.9852
14730                      13.0916                      13.9833
14740                      12.8183                      13.9815
14750                      13.3637                      13.9796
14760                      13.4727                      13.9777
14770                      13.4945                      13.9758
14780                      12.6989                      13.9739
14790                      13.3398                      13.972
14800                      13.068                      13.9701
14810                      13.0136                      13.9682
14820                      13.6027                      13.9663
14830                      13.7205                      13.9644
14840                      13.3441                      13.9625
14850                      14.6688                      13.9605
14860                      13.3338                      13.9586
14870                      12.6668                      13.9567
14880                      13.1334                      13.9547
14890                      12.8267                      13.9528
14900                      12.7653                      13.9509
14910                      13.1531                      13.9489
14920                      13.2306                      13.9469
14930                      12.8461                      13.945
14940                      12.9692                      13.943
14950                      12.9938                      13.9411
14960                      12.5988                      13.9391
14970                      13.3198                      13.9371
14980                      13.664                      13.9351
14990                      13.1328                      13.9331
15000                      13.4266                      13.9311
6.94894e-307                      2.28435e-306                      8.08552e-307
