Tamaño Ejemplar    Tiempo Real     Tiempos Estimados
5880                      12.2876                      13.8865
5890                      12.4575                      13.8886
5900                      12.4915                      13.8906
5910                      12.8983                      13.8927
5920                      12.7797                      13.8948
5930                      14.3559                      13.8969
5940                      12.8712                      13.8989
5950                      12.9742                      13.901
5960                      13.1948                      13.9031
5970                      12.839                      13.9051
5980                      12.7678                      13.9072
5990                      14.1536                      13.9092
6000                      13.4307                      13.9112
6010                      12.6861                      13.9133
6020                      12.3372                      13.9153
6030                      12.6674                      13.9173
6040                      12.7335                      13.9194
6050                      12.5467                      13.9214
6060                      12.5093                      13.9234
6070                      12.3019                      13.9254
6080                      12.6604                      13.9274
6090                      13.1321                      13.9294
6100                      13.4264                      13.9314
6110                      13.0853                      13.9334
6120                      12.8171                      13.9354
6130                      12.5634                      13.9374
6140                      12.5127                      13.9393
6150                      12.5025                      13.9413
6160                      12.9005                      13.9433
6170                      12.7801                      13.9452
6180                      13.156                      13.9472
6190                      13.0312                      13.9492
6200                      28.8062                      13.9511
6210                      15.9612                      13.9531
6220                      13.1922                      13.955
6230                      12.8384                      13.9569
6240                      12.9677                      13.9589
6250                      12.7935                      13.9608
6260                      12.7587                      13.9627
6270                      13.7517                      13.9646
6280                      12.9503                      13.9666
6290                      12.5901                      13.9685
6300                      12.518                      13.9704
6310                      12.7036                      13.9723
6320                      13.1407                      13.9742
6330                      13.4281                      13.9761
6340                      13.0856                      13.9779
6350                      12.8171                      13.9798
6360                      12.5634                      13.9817
6370                      13.1127                      13.9836
6380                      12.8225                      13.9855
6390                      12.9645                      13.9873
6400                      14.7929                      13.9892
6410                      13.3586                      13.991
6420                      12.8717                      13.9929
6430                      13.9743                      13.9947
6440                      13.1949                      13.9966
6450                      13.239                      13.9984
6460                      14.2478                      14.0003
6470                      13.0496                      14.0021
6480                      13.2099                      14.0039
6490                      13.442                      14.0057
6500                      13.6884                      14.0075
6510                      13.5377                      14.0094
6520                      13.3075                      14.0112
6530                      13.4615                      14.013
6540                      22.2923                      14.0148
6550                      17.8585                      14.0166
6560                      19.1717                      14.0183
6570                      18.4343                      14.0201
6580                      18.0869                      14.0219
6590                      18.0174                      14.0237
6600                      17.6035                      14.0255
6610                      14.7207                      14.0272
6620                      27.3441                      14.029
6630                      17.2688                      14.0307
6640                      16.8538                      14.0325
6650                      16.5708                      14.0343
6660                      16.9142                      14.036
6670                      17.7828                      14.0377
6680                      18.3566                      14.0395
6690                      15.6713                      14.0412
6700                      13.7343                      14.0429
6710                      13.5469                      14.0447
6720                      13.3094                      14.0464
6730                      15.4619                      14.0481
6740                      17.0924                      14.0498
6750                      15.0185                      14.0515
6760                      13.0037                      14.0532
6770                      13.6007                      14.0549
6780                      13.1201                      14.0566
6790                      12.624                      14.0583
6800                      13.5248                      14.0599
6810                      13.105                      14.0616
6820                      12.621                      14.0633
6830                      12.5242                      14.065
6840                      12.9048                      14.0666
6850                      12.781                      14.0683
6860                      12.9562                      14.0699
6870                      12.7912                      14.0716
6880                      12.5582                      14.0732
6890                      12.9116                      14.0749
6900                      12.5823                      14.0765
6910                      12.5165                      14.0782
6920                      12.9033                      14.0798
6930                      12.5807                      14.0814
6940                      14.9161                      14.083
6950                      16.1832                      14.0846
6960                      16.0366                      14.0863
6970                      16.6073                      14.0879
6980                      15.5215                      14.0895
6990                      15.9043                      14.0911
7000                      16.1809                      14.0926
7010                      16.6362                      14.0942
7020                      16.5272                      14.0958
7030                      16.1054                      14.0974
7040                      16.4211                      14.099
7050                      16.4842                      14.1005
7060                      16.4968                      14.1021
7070                      16.2994                      14.1037
7080                      16.2599                      14.1052
7090                      16.652                      14.1068
7100                      16.1304                      14.1083
7110                      16.2261                      14.1099
7120                      16.6452                      14.1114
7130                      15.729                      14.1129
7140                      16.3458                      14.1145
7150                      16.8692                      14.116
7160                      39.1738                      14.1175
7170                      20.2348                      14.119
7180                      17.247                      14.1205
7190                      16.8494                      14.122
7200                      18.5699                      14.1236
7210                      17.314                      14.125
7220                      16.8628                      14.1265
7230                      16.3726                      14.128
7240                      16.4745                      14.1295
7250                      15.8949                      14.131
7260                      15.979                      14.1325
7270                      16.1958                      14.1339
7280                      16.6392                      14.1354
7290                      16.5278                      14.1369
7300                      16.5056                      14.1383
7310                      16.5011                      14.1398
7320                      16.5002                      14.1412
7330                      16.3                      14.1427
7340                      16.06                      14.1441
7350                      16.012                      14.1456
7360                      16.0024                      14.147
7370                      13.8005                      14.1484
7380                      16.5601                      14.1498
7390                      13.312                      14.1513
7400                      13.0624                      14.1527
7410                      12.6125                      14.1541
7420                      12.5225                      14.1555
7430                      12.9045                      14.1569
7440                      12.7809                      14.1583
7450                      12.5562                      14.1597
7460                      12.7112                      14.161
7470                      12.5422                      14.1624
7480                      12.5084                      14.1638
7490                      12.9017                      14.1652
7500                      12.7803                      14.1665
7510                      13.9561                      14.1679
7520                      14.9912                      14.1693
7530                      13.1982                      14.1706
7540                      13.0396                      14.172
7550                      13.4079                      14.1733
7560                      17.2816                      14.1747
7570                      13.8563                      14.176
7580                      12.7713                      14.1773
7590                      12.7543                      14.1787
7600                      12.3509                      14.18
7610                      13.2702                      14.1813
7620                      12.654                      14.1826
7630                      12.5308                      14.1839
7640                      14.3062                      14.1852
7650                      13.4612                      14.1865
7660                      13.4922                      14.1878
7670                      13.2984                      14.1891
7680                      12.8597                      14.1904
7690                      12.7719                      14.1917
7700                      13.9544                      14.193
7710                      12.9909                      14.1942
7720                      12.7982                      14.1955
7730                      12.7596                      14.1968
7740                      13.3519                      14.198
7750                      13.0704                      14.1993
7760                      13.8141                      14.2006
7770                      12.7628                      14.2018
7780                      12.9526                      14.203
7790                      12.9905                      14.2043
7800                      12.9981                      14.2055
7810                      12.9996                      14.2067
7820                      12.9999                      14.208
7830                      12.8                      14.2092
7840                      12.76                      14.2104
7850                      13.152                      14.2116
7860                      12.8304                      14.2128
7870                      12.7661                      14.214
7880                      13.7532                      14.2152
7890                      13.3506                      14.2164
7900                      12.6701                      14.2176
7910                      13.134                      14.2188
7920                      13.6268                      14.22
7930                      13.3254                      14.2211
7940                      12.8651                      14.2223
7950                      12.973                      14.2235
7960                      12.9946                      14.2246
7970                      12.5989                      14.2258
7980                      12.9198                      14.227
7990                      12.784                      14.2281
8000                      12.9568                      14.2293
8010                      17.9914                      14.2304
8020                      19.3983                      14.2315
8030                      19.4797                      14.2327
8040                      18.8959                      14.2338
8050                      19.1792                      14.2349
8060                      19.8358                      14.236
8070                      18.7672                      14.2371
8080                      18.7534                      14.2382
8090                      17.9507                      14.2393
8100                      13.9901                      14.2404
8110                      13.198                      14.2415
8120                      13.2396                      14.2426
8130                      14.0479                      14.2437
8140                      14.6096                      14.2448
8150                      14.9219                      14.2459
8160                      13.7844                      14.247
8170                      13.5569                      14.248
8180                      32.5114                      14.2491
8190                      17.3023                      14.2501
8200                      13.8605                      14.2512
8210                      14.9721                      14.2522
8220                      18.7944                      14.2533
8230                      13.9589                      14.2543
8240                      13.5918                      14.2554
8250                      13.1184                      14.2564
8260                      13.0237                      14.2574
8270                      13.6047                      14.2585
8280                      12.9209                      14.2595
8290                      12.9842                      14.2605
8300                      12.9968                      14.2615
8310                      12.7994                      14.2625
8320                      12.5599                      14.2635
8330                      13.312                      14.2645
8340                      13.0624                      14.2655
8350                      13.2125                      14.2665
8360                      13.2425                      14.2675
8370                      13.4485                      14.2684
8380                      13.8897                      14.2694
8390                      13.7779                      14.2704
8400                      14.3556                      14.2713
8410                      13.6711                      14.2723
8420                      13.5342                      14.2733
8430                      13.1068                      14.2742
8440                      13.8214                      14.2752
8450                      13.5643                      14.2761
8460                      13.5129                      14.277
8470                      12.7026                      14.278
8480                      12.9405                      14.2789
8490                      13.1881                      14.2798
8500                      13.4376                      14.2808
8510                      12.8875                      14.2817
8520                      12.9775                      14.2826
8530                      12.7955                      14.2835
8540                      12.9591                      14.2844
8550                      12.7918                      14.2853
8560                      15.9584                      14.2862
8570                      15.7917                      14.2871
8580                      16.1583                      14.288
8590                      13.4317                      14.2888
8600                      13.0863                      14.2897
8610                      12.8173                      14.2906
8620                      13.5635                      14.2914
8630                      13.3127                      14.2923
8640                      13.8625                      14.2932
8650                      15.9725                      14.294
8660                      17.7945                      14.2949
8670                      16.3589                      14.2957
8680                      16.6718                      14.2966
8690                      17.5344                      14.2974
8700                      18.1069                      14.2982
8710                      17.8214                      14.299
8720                      16.7643                      14.2999
8730                      16.1529                      14.3007
8740                      13.8306                      14.3015
8750                      13.1661                      14.3023
8760                      13.4332                      14.3031
8770                      12.6866                      14.3039
8780                      12.5373                      14.3047
8790                      12.5075                      14.3055
8800                      12.9015                      14.3063
8810                      13.1803                      14.3071
8820                      13.2361                      14.3078
8830                      14.8472                      14.3086
8840                      13.7694                      14.3094
8850                      13.3539                      14.3101
8860                      13.6708                      14.3109
8870                      14.7342                      14.3117
8880                      13.9468                      14.3124
8890                      13.9894                      14.3132
8900                      13.7979                      14.3139
8910                      14.5596                      14.3146
8920                      13.7119                      14.3154
8930                      13.9424                      14.3161
8940                      14.5885                      14.3168
8950                      14.1177                      14.3175
8960                      14.8235                      14.3182
8970                      13.1647                      14.319
8980                      13.0329                      14.3197
8990                      13.4066                      14.3204
9000                      13.2813                      14.3211
9010                      12.6563                      14.3217
9020                      13.5313                      14.3224
9030                      13.1063                      14.3231
9040                      13.0213                      14.3238
9050                      13.8043                      14.3245
9060                      14.1609                      14.3251
9070                      14.2322                      14.3258
9080                      13.6464                      14.3265
9090                      13.3293                      14.3271
9100                      13.0659                      14.3278
9110                      13.6132                      14.3284
9120                      13.1226                      14.3291
9130                      13.2245                      14.3297
9140                      13.8449                      14.3303
9150                      14.169                      14.331
9160                      13.6338                      14.3316
9170                      14.5268                      14.3322
9180                      15.1054                      14.3328
9190                      13.2211                      14.3334
9200                      15.4442                      14.334
9210                      13.2888                      14.3346
9220                      12.6578                      14.3352
9230                      13.1316                      14.3358
9240                      12.8263                      14.3364
9250                      13.1653                      14.337
9260                      17.0331                      14.3376
9270                      13.8066                      14.3382
9280                      14.1613                      14.3387
9290                      13.4323                      14.3393
9300                      12.8865                      14.3399
9310                      13.3773                      14.3404
9320                      13.0755                      14.341
9330                      12.8151                      14.3415
9340                      12.963                      14.3421
9350                      13.5926                      14.3426
9360                      13.1185                      14.3431
9370                      13.4237                      14.3437
9380                      14.2847                      14.3442
9390                      12.8569                      14.3447
9400                      13.3714                      14.3452
9410                      13.0743                      14.3457
9420                      12.6149                      14.3463
9430                      12.923                      14.3468
9440                      13.1846                      14.3473
9450                      13.0369                      14.3478
9460                      13.2074                      14.3482
9470                      13.2415                      14.3487
9480                      13.6483                      14.3492
9490                      13.1297                      14.3497
9500                      12.8259                      14.3502
9510                      13.1652                      14.3506
9520                      13.433                      14.3511
9530                      12.8866                      14.3516
9540                      12.9773                      14.352
9550                      20.3955                      14.3525
9560                      14.0791                      14.3529
9570                      13.2158                      14.3533
9580                      12.6432                      14.3538
9590                      14.9286                      14.3542
9600                      13.7857                      14.3546
9610                      13.5571                      14.3551
9620                      12.9114                      14.3555
9630                      12.7823                      14.3559
9640                      12.7565                      14.3563
9650                      12.9513                      14.3567
9660                      12.5903                      14.3571
9670                      12.9181                      14.3575
9680                      12.9836                      14.3579
9690                      13.7967                      14.3583
9700                      13.7593                      14.3587
9710                      13.3519                      14.359
9720                      12.6704                      14.3594
9730                      12.5341                      14.3598
9740                      12.7068                      14.3602
9750                      12.7414                      14.3605
9760                      12.7483                      14.3609
9770                      12.9497                      14.3612
9780                      12.5899                      14.3616
9790                      12.918                      14.3619
9800                      14.3836                      14.3622
9810                      12.8767                      14.3626
9820                      12.9753                      14.3629
9830                      12.5951                      14.3632
9840                      13.119                      14.3636
9850                      12.8238                      14.3639
9860                      12.5648                      14.3642
9870                      12.713                      14.3645
9880                      12.9426                      14.3648
9890                      14.9885                      14.3651
9900                      13.3977                      14.3654
9910                      13.4795                      14.3657
9920                      13.4959                      14.366
9930                      13.6992                      14.3662
9940                      13.1398                      14.3665
9950                      14.028                      14.3668
9960                      13.4056                      14.367
9970                      13.0811                      14.3673
9980                      12.4162                      14.3676
9990                      14.6832                      14.3678
10000                      13.3366                      14.3681
10010                      12.6673                      14.3683
10020                      12.9335                      14.3685
10030                      13.1867                      14.3688
10040                      12.6373                      14.369
10050                      12.5275                      14.3692
10060                      12.9055                      14.3695
10070                      12.9811                      14.3697
10080                      12.5962                      14.3699
10090                      17.3192                      14.3701
10100                      14.0638                      14.3703
10110                      13.0128                      14.3705
10120                      13.2026                      14.3707
10130                      13.6405                      14.3709
10140                      13.5281                      14.3711
10150                      13.9056                      14.3713
10160                      12.7811                      14.3714
10170                      12.7562                      14.3716
10180                      12.5512                      14.3718
10190                      12.7102                      14.3719
10200                      12.742                      14.3721
10210                      12.7484                      14.3722
10220                      12.5497                      14.3724
10230                      12.5099                      14.3725
10240                      16.502                      14.3727
10250                      19.7004                      14.3728
10260                      15.7401                      14.373
10270                      13.548                      14.3731
10280                      13.3096                      14.3732
10290                      13.2619                      14.3733
10300                      12.8524                      14.3734
10310                      13.1705                      14.3735
10320                      14.8341                      14.3736
10330                      13.9668                      14.3737
10340                      15.5934                      14.3738
10350                      13.3187                      14.3739
10360                      13.8637                      14.374
